cluster 1	cluster 2	cluster 3	cluster 4	cluster 5	cluster 6	cluster 7	cluster 8	cluster 9	cluster 10	cluster 11	cluster 12	cluster 13	cluster 14	cluster 15	cluster 16	cluster 17	cluster 18	cluster 19	cluster 20	cluster 21	cluster 22	cluster 23	cluster 24	cluster 25	cluster 26	cluster 27	cluster 28	cluster 29	cluster 30	cluster 31	cluster 32
cellular response to peptide hormone stimulus	0	0	0	0	0	1.71282255367345	0	0	0	0	0	0	0	0	0	0	0	0	2.76580342412786	0	0	0	0	0	0	0	0	0	0	0	0	0
blood coagulation, intrinsic pathway	0	0	0	0	0	1.70534901223557	0	0	0	0	0	0	0	0	0	0	1.68611284959306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
positive regulation of collagen biosynthetic process	0	0	0	0	0	1.68558214523601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
response to corticosterone	0	0	0	0	0	1.68558214523601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
positive regulation of collagen metabolic process	0	0	0	0	0	1.68558214523601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
positive regulation of multicellular organismal metabolic process	0	0	0	0	0	1.68558214523601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prostaglandin biosynthetic process	0	0	0	0	0	1.68558214523601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prostanoid biosynthetic process	0	0	0	0	0	1.68558214523601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
multicellular organismal homeostasis	0	0	0	0	0	1.68343158642334	0	0	0	0	0	0	0	3.71382511940283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
signal peptide processing	0	0	0	0	0	1.6778678560102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
positive regulation of G-protein coupled receptor protein signaling pathway	0	0	0	0	0	1.6778678560102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
positive regulation of hemostasis	0	0	0	0	0	1.6778678560102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
positive regulation of coagulation	0	0	0	0	0	1.66869409708409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mitochondrial genome maintenance	0	0	0	0	0	1.66751521063677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hemostasis	0	0	0	0	0	1.66719567773508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
anatomical structure homeostasis	0	0	0	0	0	1.66719567773508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cytolysis	0	0	0	0	0	1.66447387786537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.70691012255311	0
positive regulation of lipid kinase activity	0	0	0	0	0	1.65830535081612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
telomere maintenance via recombination	0	0	0	0	0	1.65830535081612	0	0	0	0	0	0	0	0	3.465186895414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
renal water homeostasis	0	0	0	0	0	1.65830535081612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
positive regulation of release of sequestered calcium ion into cytosol	0	0	0	0	0	1.64558914189315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mitochondrion localization	0	0	0	0	0	1.64558914189315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6697460666434	0
DNA unwinding involved in DNA replication	0	0	0	0	0	0	2.87110871776645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.26929241836322	0	0	0	0	0	0	0	0	0	0
single stranded viral RNA replication via double stranded DNA intermediate	0	0	0	0	0	0	2.87110871776645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.61895653553067	0	0	0	0	0	0	0	0	0	0
potassium ion export	0	0	0	0	0	0	2.87110871776645	0	0	2.34743091802597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
membrane repolarization during cardiac muscle cell action potential	0	0	0	0	0	0	2.87110871776645	0	0	2.32542673574888	0	2.91724500696028	0	0	0	0	0	0	0	0	0	0	1.67961462207413	0	0	0	0	0	0	0	0	0
resolution of meiotic recombination intermediates	0	0	0	0	0	0	2.87110871776645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.22201632248374	0	0	0	0	0	0	0	0	0	0
membrane repolarization during action potential	0	0	0	0	0	0	2.87110871776645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
meiotic chromosome separation	0	0	0	0	0	0	2.87110871776645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DNA ligation	0	0	0	0	0	0	2.87110871776645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
potassium ion homeostasis	0	0	0	0	0	0	2.87110871776645	0	0	2.1993984090925	0	2.61931040089411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
regulation of ventricular cardiac muscle cell membrane repolarization	0	0	0	0	0	0	2.87110871776645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ventricular cardiac muscle cell membrane repolarization	0	0	0	0	0	0	2.87110871776645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
negative regulation of potassium ion transmembrane transport	0	0	0	0	0	0	2.87110871776645	0	0	2.1993984090925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
regulation of cardiac muscle cell membrane repolarization	0	0	0	0	0	0	2.87110871776645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
viral RNA genome replication	0	0	0	0	0	0	2.87110871776645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA replication	0	0	0	0	0	0	2.87110871776645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cardiac muscle cell membrane repolarization	0	0	0	0	0	0	2.87110871776645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
positive regulation of potassium ion transmembrane transport	0	0	0	0	0	0	2.87110871776645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
negative regulation of potassium ion transport	0	0	0	0	0	0	2.87110871776645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
regulation of membrane repolarization	0	0	0	0	0	0	2.87110871776645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
apoptotic nuclear changes	0	0	0	0	0	0	2.87110871776645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
regulation of heart rate by cardiac conduction	0	0	0	0	0	0	2.87110871776645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
positive regulation of viral genome replication	0	0	0	0	0	0	2.87110871776645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
positive regulation of potassium ion transport	0	0	0	0	0	0	2.87110871776645	0	0	0	0	2.14482493192856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chromosome condensation	0	0	0	0	0	0	2.87110871776645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
membrane repolarization	0	0	0	0	0	0	2.87110871776645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
membrane depolarization during action potential	0	0	0	0	0	0	2.83431400251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
chromosome separation	0	0	0	0	0	0	2.76144166012157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.23202270808862	0	0	0	0	0	0	0	0	0	0
DNA duplex unwinding	0	0	0	0	0	0	2.75920841743276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.26929241836322	0	0	0	0	0	0	0	0	0	0
hematopoietic progenitor cell differentiation	0	0	0	0	0	0	2.73509718389026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mitotic DNA integrity checkpoint	0	0	0	0	0	0	2.72867140882054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.98292249334248	0	0	0	0	0	0	0	0	0	0
viral genome replication	0	0	0	0	0	0	2.72825959839451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.98202041851925	0	0	0	0	0	0	0	0	0	0
cardiac muscle contraction	0	0	0	0	0	0	2.72825959839451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
protein sumoylation	0	0	0	0	0	0	2.69293000315725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
positive regulation of multi-organism process	0	0	0	0	0	0	2.64958841774796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.82391104191794	0	0	0	0	0	0	1.88430350354686	0	0	0
positive regulation of DNA metabolic process	0	0	0	0	0	0	2.6095011847193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
sister chromatid segregation	0	0	0	0	0	0	2.6095011847193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.61895653553067	0	0	0	0	0	0	0	0	0	0
multi-organism metabolic process	0	0	0	0	0	0	2.6095011847193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.61895653553067	0	0	0	0	0	0	0	0	0	0
positive regulation of I-kappaB kinase/NF-kappaB signaling	0	0	0	0	0	0	0	3.3467246640719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
regulation of acute inflammatory response	0	0	0	0	0	0	0	3.12068188284243	0	0	0	0	0	0	0	0	2.27785320814274	0	0	0	0	0	0	0	2.68894477944194	0	0	0	0	0	0	0
fever generation	0	0	0	0	0	0	0	3.12068188284243	0	0	0	0	1.66959569039667	0	0	0	1.78370260291363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
regulation of endothelial cell development	0	0	0	0	0	0	0	3.06719863811321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
regulation of establishment of endothelial barrier	0	0	0	0	0	0	0	3.06719863811321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fatty acid transport	0	0	0	0	0	0	0	2.96739660505387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
I-kappaB phosphorylation	0	0	0	0	0	0	0	2.9479153324596	0	0	0	0	0	0	0	0	0	0	0	0	2.76321861273809	0	0	0	0	0	0	0	0	0	0	0
response to tumor necrosis factor	0	0	0	0	0	0	0	2.8925616794762	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIF-dependent toll-like receptor signaling pathway	0	0	0	0	0	0	0	2.50587555338503	0	0	0	0	0	0	0	0	0	0	0	0	2.29811092841833	0	0	0	0	0	0	0	0	0	0	0
regulation of cytokine-mediated signaling pathway	0	0	0	0	0	0	0	2.50587555338503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
leukocyte migration	0	0	0	0	0	0	0	2.49055826784388	0	0	0	0	0	0	0	2.86034960629557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
regulation of response to cytokine stimulus	0	0	0	0	0	0	0	2.47961781248989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
positive regulation of defense response	0	0	0	0	0	0	0	2.40056910756342	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.36908580534199	0	0	0	0	0
establishment of endothelial barrier	0	0	0	0	0	0	0	2.36826423270228	0	0	0	0	0	0	0	1.89208886775891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.96847813166864
positive regulation of homeostatic process	0	0	0	0	0	0	0	2.21390217366002	2.2575585741943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cellular response to tumor necrosis factor	0	0	0	0	0	0	0	2.00529252573939	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
homotypic cell-cell adhesion	0	0	0	0	0	0	0	1.88425977534739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.18804592350422	0	0	0
cell-cell junction assembly	0	0	0	0	0	0	0	1.75650530296655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
regulation of innate immune response	0	0	0	0	0	0	0	1.68342250602613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.63410929401695	0	0	0	0	0	0	0	0
negative regulation of ion transport	0	0	0	0	0	0	0	1.65501156205626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
endothelium development	0	0	0	0	0	0	0	1.64775753772482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
anion transport	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
prostanoid metabolic process	0	0	0	0	0	0	0	0	3.13715765112736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prostaglandin metabolic process	0	0	0	0	0	0	0	0	3.13715765112736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
positive regulation of transmembrane transport	0	0	0	0	0	0	0	0	2.90453841496271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
monovalent inorganic cation homeostasis	0	0	0	0	0	0	0	0	2.594103326666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.69038116453766	0	0	0	0	0	0	0
regulation of sequestering of triglyceride	0	0	0	0	0	0	0	0	2.32111589670154	0	0	0	0	0	0	0	1.75833011811897	0	0	0	0	0	3.24264335300534	0	0	0	0	0	0	0	0	0
heat generation	0	0	0	0	0	0	0	0	2.21546680935825	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
type B pancreatic cell development	0	0	0	0	0	0	0	0	2.15131422954014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
anion homeostasis	0	0	0	0	0	0	0	0	2.13284538952348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cellular monovalent inorganic cation homeostasis	0	0	0	0	0	0	0	0	2.03619846929584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
regulation of anatomical structure size	0	0	0	0	0	0	0	0	2.02291961188015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.40893039069725	0	0	0	0	0
response to purine-containing compound	0	0	0	0	0	0	0	0	1.81182790512683	0	0	0	0	0	0	3.68196938664416	0	1.89147956317408	0	0	0	0	0	4	3.69038116453766	0	0	0	0	0	0	0
cellular response to oxygen levels	0	0	0	0	0	0	0	0	1.78026145921362	0	0	0	0	0	0	0	0	0	0	0	0	0	2.71425265729185	0	2.05096519388169	0	0	0	0	0	0	0
response to cold	0	0	0	0	0	0	0	0	1.71603939749777	4	0	0	0	0	0	0	2.6016845927618	0	0	0	0	0	0	0	2.03528843068877	0	0	0	0	0	0	0
myeloid leukocyte differentiation	0	0	0	0	0	0	0	0	1.58736783072594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.61614814040322
adenylate cyclase-activating adrenergic receptor signaling pathway	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
regulation of systemic arterial blood pressure mediated by a chemical signal	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	4	0	0	0	1.80887192113431
negative regulation of multicellular organism growth	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
regulation of smooth muscle contraction	0	0	0	0	0	0	0	0	0	4	0	0	0	1.90756211397746	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
regulation of cAMP biosynthetic process	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
brown fat cell differentiation	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.61324459839906	0	3.14691072382242	0	0	0	0
positive regulation of cyclase activity	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1.81912783134704	1.57696458686937	0	0	0	0	0	0	0	0	0	0	0	0	2.31508846754195	0	0	0
positive regulation of lyase activity	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1.81912783134704	1.57696458686937	0	0	0	0	0	0	0	0	0	0	0	0	2.31508846754195	0	0	0
serotonin secretion	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1.75954674126872	0	0	0	0	0	0	0	0	0	0	0	0	0	0
negative adaptation of signaling pathway	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	4	0	0	0	0
regulation of synaptic transmission, GABAergic	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fear response	0	0	0	0	0	0	0	0	0	3.85742694696214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bone remodeling	0	0	0	0	0	0	0	0	0	3.22589468071989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.92348964066578	0	0	0	0	0	0
cytosolic calcium ion transport	0	0	0	0	0	0	0	0	0	2.79576842885234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
activation of transmembrane receptor protein tyrosine kinase activity	0	0	0	0	0	0	0	0	0	2.32542673574888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
adult heart development	0	0	0	0	0	0	0	0	0	2.29383803136243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
positive regulation of vacuole organization	0	0	0	0	0	0	0	0	0	2.27678650431806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
regulation of metal ion transport	0	0	0	0	0	0	0	0	0	2.1568234261714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
exploration behavior	0	0	0	0	0	0	0	0	0	2.1393169831173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
positive regulation of lipid catabolic process	0	0	0	0	0	0	0	0	0	2.08984678848388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
autophagosome maturation	0	0	0	0	0	0	0	0	0	2.08984678848388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
vacuole fusion	0	0	0	0	0	0	0	0	0	2.04495985909707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
response to mineralocorticoid	0	0	0	0	0	0	0	0	0	2.03551863586644	0	0	0	2.29817633474915	0	0	0	0	0	0	0	0	0	0	0	1.74716887488826	0	0	0	1.88419294266129	0	0
positive regulation of bone mineralization	0	0	0	0	0	0	0	0	0	2.0162353386048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
response to antibiotic	0	0	0	0	0	0	0	0	0	1.97846335167985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
endosome to lysosome transport	0	0	0	0	0	0	0	0	0	1.96567663219187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
response to cocaine	0	0	0	0	0	0	0	0	0	1.94605587013408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
bone resorption	0	0	0	0	0	0	0	0	0	1.89331538028626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
regulation of amine transport	0	0	0	0	0	0	0	0	0	1.88311368447967	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
adenylate cyclase-inhibiting G-protein coupled receptor signaling pathway	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
calcium ion transport	0	0	0	0	0	0	0	0	0	0	4	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	2.8453803272041	4	0	0	0	4
synaptic transmission, cholinergic	0	0	0	0	0	0	0	0	0	0	4	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
signal transduction involved in cellular response to ammonium ion	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	2.60505783060768	0	0	0	0	4	0	0	0	4	0	0
arginine metabolic process	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
regulation of transmembrane transport	0	0	0	0	0	0	0	0	0	0	4	0	0	3.33332675622487	0	0	0	0	0	0	0	0	0	0	3.69038116453766	4	0	0	0	0	0	0
cyclic purine nucleotide metabolic process	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	4	0	0
urea cycle	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nitrogen cycle metabolic process	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
extracellular matrix disassembly	0	0	0	0	0	0	0	0	0	0	3.36114095935364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
negative regulation of protein catabolic process	0	0	0	0	0	0	0	0	0	0	3.31945220229523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
negative regulation of homeostatic process	0	0	0	0	0	0	0	0	0	0	3.28969275962118	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
positive regulation of protein tyrosine kinase activity	0	0	0	0	0	0	0	0	0	0	3.22516396512864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
anatomical structure maturation	0	0	0	0	0	0	0	0	0	0	2.96320409016387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
protein nitrosylation	0	0	0	0	0	0	0	0	0	0	2.90101214665544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
peptidyl-cysteine S-nitrosylation	0	0	0	0	0	0	0	0	0	0	2.90101214665544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pons development	0	0	0	0	0	0	0	0	0	0	2.90101214665544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
positive regulation of vascular smooth muscle cell proliferation	0	0	0	0	0	0	0	0	0	0	2.77133409356888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
negative regulation of circadian rhythm	0	0	0	0	0	0	0	0	0	0	2.71581422545495	0	0	0	2.6838701401936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
detection of temperature stimulus involved in sensory perception	0	0	0	0	0	0	0	0	0	0	2.71581422545495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
detection of temperature stimulus involved in sensory perception of pain	0	0	0	0	0	0	0	0	0	0	2.71581422545495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.70751584785433	0	0	0	0
cellular response to lipopolysaccharide	0	0	0	0	0	0	0	0	0	0	2.66250045415747	0	0	0	0	0	0	0	0	0	0	0	2.72328097526527	0	0	0	2.74771613009917	0	1.91287575497383	0	0	3.5930931666752
carboxylic acid transmembrane transport	0	0	0	0	0	0	0	0	0	0	2.53578341430184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
multicellular organism catabolic process	0	0	0	0	0	0	0	0	0	0	2.50687058134239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
vascular smooth muscle cell proliferation	0	0	0	0	0	0	0	0	0	0	2.4570202825936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
regulation of cellular respiration	0	0	0	0	0	0	0	0	0	0	2.3931819481384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.71811317083225	0	0	0
regulation of respiratory gaseous exchange	0	0	0	0	0	0	0	0	0	0	2.36444295964712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.10269518014844	0	0
response to iron ion	0	0	0	0	0	0	0	0	0	0	2.17805729390607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
peptide catabolic process	0	0	0	0	0	0	0	0	0	0	2.17805729390607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
response to food	0	0	0	0	0	0	0	0	0	0	2.07097681905045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
negative regulation of G-protein coupled receptor protein signaling pathway	0	0	0	0	0	0	0	0	0	0	2.05010839477097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
regulation of wound healing	0	0	0	0	0	0	0	0	0	0	1.99761484078535	0	1.77699466426225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.96658192487334	0	0	0
endodermal cell differentiation	0	0	0	0	0	0	0	0	0	0	1.89055126551094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
negative regulation of blood coagulation	0	0	0	0	0	0	0	0	0	0	1.86631553951059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
negative regulation of hemostasis	0	0	0	0	0	0	0	0	0	0	1.86631553951059	0	0	0	0	0	0	0	0	0	0	0	0	0	1.95385437836721	0	0	0	0	0	0	0
embryo implantation	0	0	0	0	0	0	0	0	0	0	1.855229569359	0	0	0	0	0	0	0	0	0	0	0	2.42673737748772	0	1.93785353195636	0	0	0	0	0	0	0
negative regulation of coagulation	0	0	0	0	0	0	0	0	0	0	1.82474190924853	0	0	0	0	0	0	0	0	0	0	0	0	0	1.91487227669332	0	0	0	0	0	0	0
